YEAR,MO,DA,HR,LAT,LON,CO201500,CO01500,TEMP
2015,9,22,12,-0.5520,1.036.020,0.5001E-07,0.6218E-07,12
2015,9,22,12,-0.5020,1.036.020,0.5001E-07,0.2487E-07,12
2015,9,22,12,-0.4520,1.036.020,0.2000E-06,0.2487E-07,12
2015,9,22,12,-0.4020,1.036.020,0.1000E-06,0.1244E-07,12
2015,9,22,12,-0.3020,1.036.020,0.2500E-06,0.0000E+00,12
2015,9,22,12,-0.2520,1.036.020,0.1500E-06,0.1119E-07,12
2015,9,22,12,-0.2020,1.036.020,0.2000E-06,0.0000E+00,12
2015,9,22,12,-0.1520,1.036.020,0.0000E+00,0.3731E-07,12
2015,9,22,12,-0.1020,1.036.020,0.0000E+00,0.6218E-08,12
2015,9,22,12,0,333333333,1.036.020,0.0000E+00,0.2487E-07,12
2015,9,22,12,0,680555556,1.036.020,0.0000E+00,0.2487E-07,12
2015,9,22,12,-25.020,1.036.520,0.5005E-07,0.0000E+00,12
2015,9,22,12,-24.520,1.036.520,0.0000E+00,0.1245E-07,12
2015,9,22,12,-23.520,1.036.520,0.1001E-06,0.2489E-07,12
2015,9,22,12,-23.020,1.036.520,0.2002E-06,0.0000E+00,12
2015,9,22,12,-22.520,1.036.520,0.5005E-07,0.0000E+00,12
2015,9,22,12,-22.020,1.036.520,0.1501E-06,0.1867E-07,12
2015,9,22,12,-21.020,1.036.520,0.0000E+00,0.1867E-07,12
2015,9,22,12,-20.520,1.036.520,0.0000E+00,0.6222E-08,12
2015,9,22,12,-20.020,1.036.520,0.0000E+00,0.5599E-08,12
2015,9,22,12,-19.520,1.036.520,0.2001E-06,0.1120E-07,12
2015,9,22,12,-18.020,1.036.520,0.0000E+00,0.6221E-08,12
2015,9,22,12,-17.020,1.036.520,0.0000E+00,0.3608E-07,12
2015,9,22,12,-16.520,1.036.520,0.0000E+00,0.5598E-08,12
2015,9,22,12,-16.020,1.036.520,0.4502E-07,0.0000E+00,12
2015,9,22,12,-11.520,1.036.520,0.0000E+00,0.1244E-07,12
2015,9,22,12,-0.8020,1.036.520,0.0000E+00,0.1679E-07,12
2015,9,22,12,-0.7520,1.036.520,0.2000E-06,0.0000E+00,12
2015,9,22,12,-0.7020,1.036.520,0.0000E+00,0.6218E-08,12
2015,9,22,12,-0.6520,1.036.520,0.0000E+00,0.1244E-07,12
2015,9,22,12,-0.6020,1.036.520,0.5001E-07,0.4974E-07,12
2015,9,22,12,-0.5520,1.036.520,0.1500E-06,0.2487E-07,12
2015,9,22,12,-0.5020,1.036.520,0.1500E-06,0.1865E-07,12
2015,9,22,12,-0.4020,1.036.520,0.5001E-07,0.0000E+00,12
2015,9,22,12,-0.3520,1.036.520,0.2500E-06,0.0000E+00,12
2015,9,22,12,-0.3020,1.036.520,0.1000E-06,0.1244E-07,12
2015,9,22,12,-0.2020,1.036.520,0.0000E+00,0.6218E-08,12
2015,9,22,12,-0.1020,1.036.520,0.1000E-06,0.1244E-07,12
2015,9,22,12,-0.0520,1.036.520,0.0000E+00,0.1865E-07,12
2015,9,22,12,-0.0020,1.036.520,0.0000E+00,0.1865E-07,12
2015,9,22,12,-25.020,1.037.020,0.1001E-06,0.0000E+00,12
2015,9,22,12,-24.520,1.037.020,0.0000E+00,0.3112E-07,12
2015,9,22,12,-24.020,1.037.020,0.1001E-06,0.1867E-07,12
2015,9,22,12,-23.520,1.037.020,0.1001E-06,0.4356E-07,12
2015,9,22,12,-23.020,1.037.020,0.2002E-06,0.6223E-08,12
2015,9,22,12,-22.020,1.037.020,0.1001E-06,0.1867E-07,12
2015,9,22,12,-21.520,1.037.020,0.5004E-07,0.0000E+00,12
2015,9,22,12,-21.020,1.037.020,0.0000E+00,0.6222E-08,12
2015,9,22,12,-20.520,1.037.020,0.0000E+00,0.4355E-07,12
2015,9,22,12,-20.020,1.037.020,0.1001E-06,0.1680E-07,12
2015,9,22,12,-19.520,1.037.020,0.0000E+00,0.2240E-07,12
2015,9,22,12,-18.520,1.037.020,0.0000E+00,0.6221E-08,12
2015,9,22,12,-17.020,1.037.020,0.0000E+00,0.2302E-07,12
2015,9,22,12,-16.520,1.037.020,0.4503E-07,0.0000E+00,12
2015,9,22,12,-16.020,1.037.020,0.4502E-07,0.0000E+00,12
2015,9,22,12,-11.520,1.037.020,0.0000E+00,0.1866E-07,12
2015,9,22,12,-0.8520,1.037.020,0.1000E-06,0.0000E+00,12
2015,9,22,12,-0.8020,1.037.020,0.1500E-06,0.2239E-07,12
2015,9,22,12,-0.7020,1.037.020,0.0000E+00,0.6218E-08,12
2015,9,22,12,-0.6520,1.037.020,0.0000E+00,0.6218E-07,12
2015,9,22,12,-0.6020,1.037.020,0.1000E-06,0.1244E-07,12
2015,9,22,12,-0.5520,1.037.020,0.5001E-07,0.1244E-07,12
2015,9,22,12,-0.5020,1.037.020,0.5001E-07,0.6218E-08,12
2015,9,22,12,-0.4520,1.037.020,0.5001E-07,0.0000E+00,12
2015,9,22,12,-0.4020,1.037.020,0.5001E-07,0.0000E+00,12
2015,9,22,12,-0.3020,1.037.020,0.0000E+00,0.6218E-08,12
2015,9,22,12,-0.2020,1.037.020,0.0000E+00,0.1244E-07,12
2015,9,22,12,-0.1520,1.037.020,0.1500E-06,0.6218E-08,12
2015,9,22,12,-0.1020,1.037.020,0.5001E-07,0.0000E+00,12
2015,9,22,12,0,680555556,1.037.020,0.0000E+00,0.6218E-08,12
2015,9,22,12,-25.520,1.037.520,0.5006E-07,0.0000E+00,12
2015,9,22,12,-25.020,1.037.520,0.1502E-06,0.0000E+00,12
2015,9,22,12,-24.520,1.037.520,0.2002E-06,0.3112E-07,12
2015,9,22,12,-24.020,1.037.520,0.5005E-07,0.2489E-07,12
2015,9,22,12,-23.520,1.037.520,0.1001E-06,0.6223E-08,12
2015,9,22,12,-23.020,1.037.520,0.5005E-07,0.1867E-07,12
2015,9,22,12,-22.520,1.037.520,0.2002E-06,0.1867E-07,12
2015,9,22,12,-22.020,1.037.520,0.0000E+00,0.1244E-07,12
2015,9,22,12,-21.520,1.037.520,0.1501E-06,0.1867E-07,12
2015,9,22,12,-20.520,1.037.520,0.0000E+00,0.4977E-07,12
2015,9,22,12,-20.020,1.037.520,0.0000E+00,0.5599E-08,12
2015,9,22,12,-19.520,1.037.520,0.2001E-06,0.2800E-07,12
2015,9,22,12,-18.520,1.037.520,0.0000E+00,0.1866E-07,12
2015,9,22,12,-18.020,1.037.520,0.0000E+00,0.1244E-07,12
2015,9,22,12,-17.020,1.037.520,0.0000E+00,0.1182E-07,12
2015,9,22,12,-16.520,1.037.520,0.5003E-07,0.6220E-08,12
2015,9,22,12,-11.520,1.037.520,0.0000E+00,0.1866E-07,12
2015,9,22,12,-10.520,1.037.520,0.0000E+00,0.1119E-07,12
2015,9,22,12,-0.8020,1.037.520,0.0000E+00,0.1679E-07,12
2015,9,22,12,-0.7520,1.037.520,0.0000E+00,0.5596E-08,12
2015,9,22,12,-0.7020,1.037.520,0.0000E+00,0.6218E-08,12
2015,9,22,12,-0.6020,1.037.520,0.5001E-07,0.0000E+00,12
2015,9,22,12,-0.2020,1.037.520,0.1000E-06,0.0000E+00,12
2015,9,22,12,-0.1520,1.037.520,0.1000E-06,0.0000E+00,12
2015,9,22,12,-0.0020,1.037.520,0.0000E+00,0.1865E-07,12
2015,9,22,12,0,333333333,1.037.520,0.0000E+00,0.2487E-07,12
2015,9,22,12,0,680555556,1.037.520,0.0000E+00,0.1244E-07,12
2015,9,22,12,-26.020,1.038.020,0.0000E+00,0.1245E-07,12
2015,9,22,12,-25.520,1.038.020,0.2002E-06,0.0000E+00,12
2015,9,22,12,-25.020,1.038.020,0.0000E+00,0.1867E-07,12
2015,9,22,12,-24.520,1.038.020,0.3504E-06,0.1867E-07,12
2015,9,22,12,-24.020,1.038.020,0.5005E-07,0.0000E+00,12
2015,9,22,12,-23.520,1.038.020,0.1001E-06,0.0000E+00,12
2015,9,22,12,-23.020,1.038.020,0.0000E+00,0.1867E-07,12
2015,9,22,12,-22.520,1.038.020,0.2502E-06,0.1867E-07,12
2015,9,22,12,-22.020,1.038.020,0.3003E-06,0.0000E+00,12
2015,9,22,12,-21.520,1.038.020,0.0000E+00,0.1867E-07,12
2015,9,22,12,-21.020,1.038.020,0.0000E+00,0.3733E-07,12
2015,9,22,12,-20.520,1.038.020,0.0000E+00,0.4355E-07,12
2015,9,22,12,-20.020,1.038.020,0.1001E-06,0.2364E-07,12
2015,9,22,12,-19.520,1.038.020,0.2001E-06,0.0000E+00,12
2015,9,22,12,-19.020,1.038.020,0.0000E+00,0.1866E-07,12
2015,9,22,12,-18.020,1.038.020,0.0000E+00,0.1866E-07,12
2015,9,22,12,-17.020,1.038.020,0.0000E+00,0.1866E-07,12
2015,9,22,12,-16.520,1.038.020,0.0000E+00,0.1866E-07,12
2015,9,22,12,-12.020,1.038.020,0.1501E-06,0.0000E+00,12
2015,9,22,12,-11.520,1.038.020,0.0000E+00,0.1244E-07,12
2015,9,22,12,-10.520,1.038.020,0.0000E+00,0.1679E-07,12
2015,9,22,12,-0.9520,1.038.020,0.0000E+00,0.5597E-08,12
2015,9,22,12,-0.9020,1.038.020,0.0000E+00,0.1866E-07,12
2015,9,22,12,-0.8520,1.038.020,0.0000E+00,0.1679E-07,12
2015,9,22,12,-0.7520,1.038.020,0.0000E+00,0.5596E-08,12
2015,9,22,12,-0.7020,1.038.020,0.0000E+00,0.1119E-07,12
2015,9,22,12,-0.1520,1.038.020,0.0000E+00,0.6218E-08,12
2015,9,22,12,-0.1020,1.038.020,0.0000E+00,0.1865E-07,12
2015,9,22,12,-0.0520,1.038.020,0.0000E+00,0.1865E-07,12
2015,9,22,12,-26.520,1.038.520,0.0000E+00,0.1245E-07,12
2015,9,22,12,-26.020,1.038.520,0.1001E-06,0.1867E-07,12
2015,9,22,12,-25.520,1.038.520,0.2503E-06,0.3112E-07,12
2015,9,22,12,-25.020,1.038.520,0.0000E+00,0.6224E-08,12
2015,9,22,12,-24.520,1.038.520,0.2002E-06,0.0000E+00,12
2015,9,22,12,-23.520,1.038.520,0.1001E-06,0.1867E-07,12
2015,9,22,12,-23.020,1.038.520,0.1501E-06,0.1867E-07,12
2015,9,22,12,-22.520,1.038.520,0.5005E-07,0.6222E-08,12
2015,9,22,12,-22.020,1.038.520,0.3003E-06,0.1867E-07,12
2015,9,22,12,-21.520,1.038.520,0.3503E-06,0.1867E-07,12
2015,9,22,12,-21.020,1.038.520,0.0000E+00,0.3733E-07,12
2015,9,22,12,-20.520,1.038.520,0.0000E+00,0.3733E-07,12
2015,9,22,12,-20.020,1.038.520,0.2002E-06,0.4106E-07,12
2015,9,22,12,-19.520,1.038.520,0.1001E-06,0.0000E+00,12
2015,9,22,12,-19.020,1.038.520,0.0000E+00,0.1866E-07,12
2015,9,22,12,-18.020,1.038.520,0.0000E+00,0.1866E-07,12
2015,9,22,12,-17.020,1.038.520,0.5003E-07,0.0000E+00,12
2015,9,22,12,-16.520,1.038.520,0.0000E+00,0.2488E-07,12
2015,9,22,12,-12.020,1.038.520,0.1501E-06,0.0000E+00,12
2015,9,22,12,-11.520,1.038.520,0.0000E+00,0.1866E-07,12
2015,9,22,12,-11.020,1.038.520,0.0000E+00,0.1803E-07,12
2015,9,22,12,-10.520,1.038.520,0.1000E-06,0.1679E-07,12
2015,9,22,12,-0.9520,1.038.520,0.9503E-07,0.1119E-07,12
2015,9,22,12,-0.9020,1.038.520,0.0000E+00,0.1244E-07,12
2015,9,22,12,-0.8520,1.038.520,0.0000E+00,0.1679E-07,12
2015,9,22,12,-0.7020,1.038.520,0.0000E+00,0.1119E-07,12
2015,9,22,12,-0.4020,1.038.520,0.9002E-07,0.0000E+00,12
2015,9,22,12,-26.520,1.039.020,0.0000E+00,0.3735E-07,12
2015,9,22,12,-26.020,1.039.020,0.2002E-06,0.6224E-08,12
2015,9,22,12,-25.520,1.039.020,0.0000E+00,0.6224E-08,12
2015,9,22,12,-25.020,1.039.020,0.0000E+00,0.1867E-07,12
2015,9,22,12,-24.520,1.039.020,0.0000E+00,0.6223E-08,12
2015,9,22,12,-24.020,1.039.020,0.0000E+00,0.1245E-07,12
2015,9,22,12,-23.520,1.039.020,0.1501E-06,0.1867E-07,12
2015,9,22,12,-23.020,1.039.020,0.1501E-06,0.1867E-07,12
2015,9,22,12,-22.520,1.039.020,0.5005E-07,0.1244E-07,12
2015,9,22,12,-22.020,1.039.020,0.2002E-06,0.3733E-07,12
2015,9,22,12,-21.520,1.039.020,0.1501E-06,0.4978E-07,12
2015,9,22,12,-21.020,1.039.020,0.0000E+00,0.3733E-07,12
2015,9,22,12,-20.520,1.039.020,0.0000E+00,0.7341E-07,12
2015,9,22,12,-20.020,1.039.020,0.2002E-06,0.3111E-07,12
2015,9,22,12,-19.520,1.039.020,0.0000E+00,0.6221E-08,12
2015,9,22,12,-19.020,1.039.020,0.0000E+00,0.2488E-07,12
2015,9,22,12,-18.020,1.039.020,0.0000E+00,0.6221E-08,12
2015,9,22,12,-17.520,1.039.020,0.0000E+00,0.6221E-08,12
2015,9,22,12,-17.020,1.039.020,0.0000E+00,0.1244E-07,12
2015,9,22,12,-16.520,1.039.020,0.0000E+00,0.1120E-07,12
2015,9,22,12,-15.520,1.039.020,0.1001E-06,0.0000E+00,12
2015,9,22,12,-12.020,1.039.020,0.1000E-06,0.1866E-07,12
2015,9,22,12,-11.020,1.039.020,0.0000E+00,0.3545E-07,12
2015,9,22,12,-10.520,1.039.020,0.1000E-06,0.3109E-07,12
2015,9,22,12,-10.020,1.039.020,0.1350E-06,0.0000E+00,12
2015,9,22,12,-0.9520,1.039.020,0.1450E-06,0.1679E-07,12
2015,9,22,12,-0.9020,1.039.020,0.0000E+00,0.1803E-07,12
2015,9,22,12,-0.8520,1.039.020,0.0000E+00,0.1679E-07,12
2015,9,22,12,-0.7520,1.039.020,0.0000E+00,0.5596E-08,12
2015,9,22,12,-0.7020,1.039.020,0.0000E+00,0.1741E-07,12
2015,9,22,12,-0.4520,1.039.020,0.4501E-07,0.0000E+00,12
2015,9,22,12,-0.4020,1.039.020,0.9002E-07,0.0000E+00,12
2015,9,22,12,-26.520,1.039.520,0.0000E+00,0.3735E-07,12
2015,9,22,12,-26.020,1.039.520,0.1001E-06,0.6224E-08,12
2015,9,22,12,-24.020,1.039.520,0.1502E-06,0.6223E-08,12
2015,9,22,12,-23.520,1.039.520,0.1502E-06,0.0000E+00,12
2015,9,22,12,-23.020,1.039.520,0.0000E+00,0.3111E-07,12
2015,9,22,12,-22.520,1.039.520,0.1001E-06,0.2489E-07,12
2015,9,22,12,-22.020,1.039.520,0.0000E+00,0.1867E-07,12
2015,9,22,12,-21.520,1.039.520,0.5004E-07,0.1867E-07,12
2015,9,22,12,-21.020,1.039.520,0.1001E-06,0.1867E-07,12
2015,9,22,12,-20.520,1.039.520,0.1001E-06,0.3111E-07,12
2015,9,22,12,-20.020,1.039.520,0.5004E-07,0.6221E-08,12
2015,9,22,12,-19.520,1.039.520,0.5004E-07,0.0000E+00,12
2015,9,22,12,-19.020,1.039.520,0.1501E-06,0.3111E-07,12
2015,9,22,12,-17.520,1.039.520,0.0000E+00,0.1866E-07,12
2015,9,22,12,-17.020,1.039.520,0.0000E+00,0.2488E-07,12
2015,9,22,12,-16.520,1.039.520,0.0000E+00,0.1679E-07,12
2015,9,22,12,-15.520,1.039.520,0.0000E+00,0.5598E-08,12
2015,9,22,12,-15.020,1.039.520,0.0000E+00,0.2239E-07,12
2015,9,22,12,-13.020,1.039.520,0.1501E-06,0.0000E+00,12
2015,9,22,12,-12.520,1.039.520,0.0000E+00,0.1244E-07,12
2015,9,22,12,-12.020,1.039.520,0.2001E-06,0.6219E-08,12
2015,9,22,12,-11.520,1.039.520,0.1000E-06,0.0000E+00,12
2015,9,22,12,-11.020,1.039.520,0.0000E+00,0.4229E-07,12
2015,9,22,12,-10.520,1.039.520,0.2401E-06,0.2487E-07,12
2015,9,22,12,-10.020,1.039.520,0.2751E-06,0.0000E+00,12
2015,9,22,12,-0.9520,1.039.520,0.1500E-06,0.1119E-07,12
2015,9,22,12,-0.9020,1.039.520,0.0000E+00,0.2923E-07,12
2015,9,22,12,-0.8520,1.039.520,0.1500E-06,0.2239E-07,12
2015,9,22,12,-0.7520,1.039.520,0.0000E+00,0.1679E-07,12
2015,9,22,12,-0.7020,1.039.520,0.0000E+00,0.1865E-07,12
2015,9,22,12,-0.5520,1.039.520,0.1500E-06,0.0000E+00,12
2015,9,22,12,-0.4520,1.039.520,0.1350E-06,0.0000E+00,12
2015,9,22,12,-26.520,1.040.020,0.5006E-07,0.4979E-07,12
2015,9,22,12,-26.020,1.040.020,0.2002E-06,0.6224E-08,12
2015,9,22,12,-24.520,1.040.020,0.0000E+00,0.1867E-07,12
2015,9,22,12,-24.020,1.040.020,0.0000E+00,0.2489E-07,12
2015,9,22,12,-23.520,1.040.020,0.1501E-06,0.3111E-07,12
2015,9,22,12,-23.020,1.040.020,0.1001E-06,0.1245E-07,12
2015,9,22,12,-22.020,1.040.020,0.0000E+00,0.1867E-07,12
2015,9,22,12,-21.520,1.040.020,0.0000E+00,0.1244E-07,12
2015,9,22,12,-21.020,1.040.020,0.0000E+00,0.3733E-07,12
2015,9,22,12,-20.520,1.040.020,0.2502E-06,0.0000E+00,12
2015,9,22,12,-20.020,1.040.020,0.5004E-07,0.0000E+00,12
2015,9,22,12,-19.520,1.040.020,0.1501E-06,0.6221E-08,12
2015,9,22,12,-19.020,1.040.020,0.0000E+00,0.6221E-08,12
2015,9,22,12,-17.520,1.040.020,0.0000E+00,0.3110E-07,12
2015,9,22,12,-16.520,1.040.020,0.0000E+00,0.1679E-07,12
2015,9,22,12,-16.020,1.040.020,0.1501E-06,0.0000E+00,12
2015,9,22,12,-14.020,1.040.020,0.1501E-06,0.0000E+00,12
2015,9,22,12,-13.520,1.040.020,0.0000E+00,0.1244E-07,12
2015,9,22,12,-13.020,1.040.020,0.1000E-06,0.0000E+00,12
2015,9,22,12,-12.520,1.040.020,0.0000E+00,0.1866E-07,12
2015,9,22,12,-12.020,1.040.020,0.2001E-06,0.1866E-07,12
2015,9,22,12,-11.520,1.040.020,0.1451E-06,0.2923E-07,12
2015,9,22,12,-11.020,1.040.020,0.2851E-06,0.6032E-07,12
2015,9,22,12,-10.520,1.040.020,0.3801E-06,0.1119E-07,12
2015,9,22,12,-10.020,1.040.020,0.1000E-06,0.2239E-07,12
2015,9,22,12,-0.9520,1.040.020,0.3001E-06,0.5099E-07,12
2015,9,22,12,-0.9020,1.040.020,0.5001E-07,0.1244E-07,12
2015,9,22,12,-0.8520,1.040.020,0.5001E-07,0.4042E-07,12
2015,9,22,12,-0.8020,1.040.020,0.1000E-06,0.5596E-08,12
2015,9,22,12,-0.7520,1.040.020,0.0000E+00,0.1741E-07,12
2015,9,22,12,-0.7020,1.040.020,0.1350E-06,0.1865E-07,12
2015,9,22,12,-0.6520,1.040.020,0.4501E-07,0.0000E+00,12
2015,9,22,12,-0.6020,1.040.020,0.1000E-06,0.1119E-07,12
2015,9,22,12,-0.5520,1.040.020,0.5001E-07,0.0000E+00,12
2015,9,22,12,-0.5020,1.040.020,0.1350E-06,0.0000E+00,12
2015,9,22,12,-0.4020,1.040.020,0.4501E-07,0.0000E+00,12
2015,9,22,12,-0.3520,1.040.020,0.9002E-07,0.0000E+00,12
2015,9,22,12,-27.020,1.040.520,0.0000E+00,0.6224E-08,12
2015,9,22,12,-26.520,1.040.520,0.0000E+00,0.2490E-07,12
2015,9,22,12,-23.520,1.040.520,0.1001E-06,0.0000E+00,12
2015,9,22,12,-22.020,1.040.520,0.5004E-07,0.6222E-08,12
2015,9,22,12,-21.520,1.040.520,0.5004E-07,0.0000E+00,12
2015,9,22,12,-21.020,1.040.520,0.3002E-06,0.1244E-07,12
2015,9,22,12,-20.520,1.040.520,0.2002E-06,0.3111E-07,12
2015,9,22,12,-20.020,1.040.520,0.3503E-06,0.1244E-07,12
2015,9,22,12,-19.520,1.040.520,0.5004E-07,0.0000E+00,12
2015,9,22,12,-18.520,1.040.520,0.0000E+00,0.5599E-08,12
2015,9,22,12,-18.020,1.040.520,0.0000E+00,0.2239E-07,12
2015,9,22,12,-17.520,1.040.520,0.0000E+00,0.1866E-07,12
2015,9,22,12,-16.520,1.040.520,0.0000E+00,0.1120E-07,12
2015,9,22,12,-16.020,1.040.520,0.1001E-06,0.0000E+00,12
2015,9,22,12,-14.020,1.040.520,0.1000E-06,0.0000E+00,12
2015,9,22,12,-13.520,1.040.520,0.0000E+00,0.1244E-07,12
2015,9,22,12,-13.020,1.040.520,0.3001E-06,0.1866E-07,12
2015,9,22,12,-12.520,1.040.520,0.3001E-06,0.1741E-07,12
2015,9,22,12,-12.020,1.040.520,0.2851E-06,0.5411E-07,12
2015,9,22,12,-11.520,1.040.520,0.2901E-06,0.4291E-07,12
2015,9,22,12,-11.020,1.040.520,0.2501E-06,0.7089E-07,12
2015,9,22,12,-10.520,1.040.520,0.5852E-06,0.5597E-08,12
2015,9,22,12,-10.020,1.040.520,0.2001E-06,0.1182E-07,12
2015,9,22,12,-0.9520,1.040.520,0.1500E-06,0.5410E-07,12
2015,9,22,12,-0.9020,1.040.520,0.1500E-06,0.4664E-07,12
2015,9,22,12,-0.8520,1.040.520,0.0000E+00,0.1866E-07,12
2015,9,22,12,-0.8020,1.040.520,0.0000E+00,0.2301E-07,12
2015,9,22,12,-0.7520,1.040.520,0.9002E-07,0.3731E-07,12
2015,9,22,12,-0.7020,1.040.520,0.5151E-06,0.6218E-08,12
2015,9,22,12,-0.6520,1.040.520,0.5001E-07,0.0000E+00,12
2015,9,22,12,-0.6020,1.040.520,0.1000E-06,0.1679E-07,12
2015,9,22,12,-0.5520,1.040.520,0.1900E-06,0.0000E+00,12
2015,9,22,12,-0.5020,1.040.520,0.4501E-07,0.0000E+00,12
2015,9,22,12,-0.4520,1.040.520,0.9002E-07,0.0000E+00,12
2015,9,22,12,-0.4020,1.040.520,0.9002E-07,0.0000E+00,12
2015,9,22,12,-0.3520,1.040.520,0.9002E-07,0.0000E+00,12
2015,9,22,12,-0.2520,1.040.520,0.0000E+00,0.5596E-08,12
2015,9,22,12,-23.520,1.041.020,0.2002E-06,0.0000E+00,12
2015,9,22,12,-22.520,1.041.020,0.0000E+00,0.1244E-07,12
2015,9,22,12,-22.020,1.041.020,0.5004E-07,0.6222E-08,12
2015,9,22,12,-21.520,1.041.020,0.1501E-06,0.6222E-08,12
2015,9,22,12,-21.020,1.041.020,0.1001E-06,0.1244E-07,12
2015,9,22,12,-20.520,1.041.020,0.2002E-06,0.0000E+00,12
2015,9,22,12,-20.020,1.041.020,0.4003E-06,0.0000E+00,12
2015,9,22,12,-17.520,1.041.020,0.0000E+00,0.1866E-07,12
2015,9,22,12,-16.020,1.041.020,0.1001E-06,0.0000E+00,12
2015,9,22,12,-14.020,1.041.020,0.1000E-06,0.0000E+00,12
2015,9,22,12,-13.520,1.041.020,0.1000E-06,0.1244E-07,12
2015,9,22,12,-13.020,1.041.020,0.3401E-06,0.4229E-07,12
2015,9,22,12,-12.520,1.041.020,0.4902E-06,0.3047E-07,12
2015,9,22,12,-12.020,1.041.020,0.1000E-06,0.6219E-07,12
2015,9,22,12,-11.520,1.041.020,0.3501E-06,0.5286E-07,12
2015,9,22,12,-11.020,1.041.020,0.4001E-06,0.2425E-07,12
2015,9,22,12,-10.520,1.041.020,0.4401E-06,0.0000E+00,12
2015,9,22,12,-10.020,1.041.020,0.4001E-06,0.4104E-07,12
2015,9,22,12,-0.9520,1.041.020,0.2001E-06,0.7338E-07,12
2015,9,22,12,-0.9020,1.041.020,0.1000E-06,0.5286E-07,12
2015,9,22,12,-0.8520,1.041.020,0.0000E+00,0.6467E-07,12
2015,9,22,12,-0.8020,1.041.020,0.3801E-06,0.1865E-07,12
2015,9,22,12,-0.7520,1.041.020,0.3801E-06,0.1865E-07,12
2015,9,22,12,-0.7020,1.041.020,0.1950E-06,0.5596E-08,12
2015,9,22,12,-0.6520,1.041.020,0.2501E-06,0.1679E-07,12
2015,9,22,12,-0.6020,1.041.020,0.1850E-06,0.5596E-08,12
2015,9,22,12,-0.5520,1.041.020,0.1450E-06,0.1119E-07,12
2015,9,22,12,-0.5020,1.041.020,0.4501E-07,0.6218E-08,12
2015,9,22,12,-0.4520,1.041.020,0.2901E-06,0.6218E-08,12
2015,9,22,12,-0.4020,1.041.020,0.1800E-06,0.5596E-08,12
2015,9,22,12,-0.3520,1.041.020,0.0000E+00,0.5596E-08,12
2015,9,22,12,-0.3020,1.041.020,0.0000E+00,0.2238E-07,12
2015,9,22,12,-26.520,1.041.520,0.0000E+00,0.2490E-07,12
2015,9,22,12,-24.020,1.041.520,0.5005E-07,0.0000E+00,12
2015,9,22,12,-22.020,1.041.520,0.5004E-07,0.0000E+00,12
2015,9,22,12,-20.520,1.041.520,0.3002E-06,0.0000E+00,12
2015,9,22,12,-17.520,1.041.520,0.0000E+00,0.2488E-07,12
2015,9,22,12,-16.020,1.041.520,0.1001E-06,0.0000E+00,12
2015,9,22,12,-14.520,1.041.520,0.0000E+00,0.1244E-07,12
2015,9,22,12,-14.020,1.041.520,0.1000E-06,0.0000E+00,12
2015,9,22,12,-13.520,1.041.520,0.4402E-06,0.1244E-07,12
2015,9,22,12,-13.020,1.041.520,0.3001E-06,0.6655E-07,12
2015,9,22,12,-12.520,1.041.520,0.2001E-06,0.4353E-07,12
2015,9,22,12,-12.020,1.041.520,0.4001E-06,0.9080E-07,12
2015,9,22,12,-11.520,1.041.520,0.4001E-06,0.6654E-07,12
2015,9,22,12,-11.020,1.041.520,0.3001E-06,0.1866E-07,12
2015,9,22,12,-10.520,1.041.520,0.6902E-06,0.5597E-08,12
2015,9,22,12,-10.020,1.041.520,0.2001E-06,0.6716E-07,12
2015,9,22,12,-0.9520,1.041.520,0.2501E-06,0.4913E-07,12
2015,9,22,12,-0.9020,1.041.520,0.4501E-07,0.8768E-07,12
2015,9,22,12,-0.8520,1.041.520,0.4851E-06,0.6591E-07,12
2015,9,22,12,-0.8020,1.041.520,0.3501E-06,0.3109E-07,12
2015,9,22,12,-0.7520,1.041.520,0.5351E-06,0.4104E-07,12
2015,9,22,12,-0.7020,1.041.520,0.4401E-06,0.1741E-07,12
2015,9,22,12,-0.6520,1.041.520,0.1850E-06,0.1119E-07,12
2015,9,22,12,-0.6020,1.041.520,0.1500E-06,0.1679E-07,12
2015,9,22,12,-0.5520,1.041.520,0.1850E-06,0.1119E-07,12
2015,9,22,12,-0.5020,1.041.520,0.2851E-06,0.2487E-07,12
2015,9,22,12,-0.4520,1.041.520,0.1350E-06,0.1119E-07,12
2015,9,22,12,-0.4020,1.041.520,0.1350E-06,0.2238E-07,12
2015,9,22,12,-0.3520,1.041.520,0.4501E-07,0.3358E-07,12
2015,9,22,12,-0.3020,1.041.520,0.0000E+00,0.5596E-08,12
2015,9,22,12,-0.1520,1.041.520,0.1800E-06,0.0000E+00,12
2015,9,22,12,-26.520,1.042.020,0.0000E+00,0.3735E-07,12
2015,9,22,12,-17.520,1.042.020,0.0000E+00,0.3110E-07,12
2015,9,22,12,-16.020,1.042.020,0.1001E-06,0.6220E-08,12
2015,9,22,12,-14.520,1.042.020,0.5002E-07,0.1244E-07,12
2015,9,22,12,-14.020,1.042.020,0.4502E-06,0.3110E-07,12
2015,9,22,12,-13.520,1.042.020,0.5002E-07,0.3607E-07,12
2015,9,22,12,-13.020,1.042.020,0.0000E+00,0.3110E-07,12
2015,9,22,12,-12.520,1.042.020,0.3501E-06,0.6654E-07,12
2015,9,22,12,-12.020,1.042.020,0.2501E-06,0.9142E-07,12
2015,9,22,12,-11.520,1.042.020,0.4502E-06,0.4291E-07,12
