"","V1"
"1000",6.33001170453678e-08
"1001",1.4394815745275e-07
"1002",6.52391832888369e-08
"1003",8.52851761951151e-08
"1004",7.66729479092217e-08
"1005",5.82168609716518e-08
"1006",5.46619032165764e-08
"1007",5.73631724691566e-08
"1008",9.79594195903676e-08
"1009",9.1354660739385e-08
"1010",8.10389616862154e-08
"1011",1.74444198562823e-07
"1012",1.65957114873508e-07
"1013",9.24410562116614e-08
"1014",6.5448886067155e-08
"1015",9.94840699947474e-08
"1016",8.96187745560559e-08
"1017",1.50059222003351e-07
"1018",1.34003752005969e-07
"1019",1.94228128257429e-07
"1020",8.27357218822596e-08
"1021",5.71035502561526e-08
"1022",4.57981334344026e-08
"1023",6.69626425751225e-08
"1024",6.047799116922e-08
"1025",6.14644313326906e-08
"1026",4.71617428309755e-08
"1027",1.57586099287223e-07
"1028",2.0396015696786e-07
"1029",2.73132972389483e-07
"1030",6.07792152194556e-08
"1031",8.01656919838144e-08
"1032",9.08048806182469e-08
"1033",4.6605449305152e-08
"1034",1.2159197934474e-07
"1035",1.79065525673691e-07
"1036",1.7735579245566e-07
"1037",6.28862580614784e-08
"1038",7.47510462354881e-08
"1039",1.79383397851392e-07
"1040",1.61283614129376e-07
"1041",1.96520769833811e-07
"1042",7.4496174091179e-08
"1043",1.23691307097381e-07
"1044",8.6838915726871e-08
"1045",4.86269256699396e-08
"1046",1.34480246233822e-07
"1047",4.86269256699396e-08
"1048",4.86269256699396e-08
"1049",4.86269256699396e-08
"1050",4.86269256699396e-08
"1051",4.86269256699396e-08
"1052",4.86269256699396e-08
"1053",4.86269256699396e-08
"1054",9.90172920625269e-08
"1055",4.86269256699396e-08
"1056",4.86269256699396e-08
"1057",4.6759206420949e-08
"1058",1.09439111020607e-07
"1059",1.07322478628143e-07
"1060",1.39843341744806e-07
"1061",6.31567482383364e-08
"1062",1.44118811745051e-07
"1063",1.29788250492533e-07
"1064",4.65987880802132e-08
"1065",4.47351941353618e-08
"1066",6.36074855060642e-08
"1067",5.18655731241124e-08
"1068",1.70641763944031e-07
"1069",7.87365242879896e-08
"1070",6.77361368960308e-08
"1071",1.02255638453915e-07
"1072",4.86269256699396e-08
"1073",4.86269256699396e-08
"1074",4.86269256699396e-08
"1075",8.31451401127162e-08
"1076",1.65254792366819e-07
"1077",4.86269256699396e-08
"1078",4.86269256699396e-08
"1079",4.86269256699396e-08
"1080",4.86269256699396e-08
"1081",4.86269256699396e-08
"1082",4.80633038051945e-08
"1083",4.86269256699396e-08
"1084",4.89130936138896e-08
"1085",6.04889536176431e-08
"1086",4.84714855586419e-08
"1087",9.01721738301149e-08
"1088",1.69474627003746e-07
"1089",1.33987865519745e-07
"1090",4.70328203037109e-08
"1091",1.59061410339295e-07
"1092",1.28161811303482e-07
"1093",4.86269256699396e-08
"1094",4.43115602692555e-08
"1095",4.86269256699396e-08
"1096",8.23770076071166e-08
"1097",1.08964097909611e-07
"1098",6.32322239502339e-08
"1099",4.86269256699396e-08
"1100",1.12301949003757e-07
"1101",5.43088847260353e-08
"1102",5.91960069878855e-08
"1103",1.96526009658927e-07
"1104",1.68749840480628e-07
"1105",5.42153911851491e-08
"1106",6.94373588394448e-08
"1107",9.48890223375673e-08
"1108",7.38057219945359e-08
"1109",8.20661531242024e-08
"1110",9.25293963377818e-08
"1111",9.00132463916797e-08
"1112",7.31118833556816e-08
"1113",8.47747490731209e-08
"1114",8.15754319418574e-08
"1115",8.74513353642265e-08
"1116",8.11235518452302e-08
"1117",7.53212502724314e-08
"1118",1.16347084984943e-07
"1119",8.74645225733605e-08
"1120",1.60142608540924e-07
"1121",8.00487592856345e-08
"1122",1.1117344497195e-07
"1123",1.07463839416731e-07
"1124",7.89567217634483e-08
"1125",8.7098257299851e-08
"1126",8.84211823919092e-08
"1127",8.63453838303096e-08
"1128",1.27161008306567e-07
"1129",2.11674115963048e-07
"1130",2.5539475731463e-07
"1131",2.41123504065433e-07
"1132",1.67917133209489e-07
"1133",1.57136423790821e-07
"1134",4.68050373577452e-08
"1135",4.86269256699396e-08
"1136",6.91141656538167e-08
"1137",9.68286335763025e-08
"1138",8.09365576529969e-08
"1139",1.88482757627248e-07
"1140",1.34577584059952e-07
"1141",1.63861876567453e-07
"1142",7.18421178247041e-08
"1143",8.11618225051915e-08
"1144",6.84490064768562e-08
"1145",1.29248113748312e-07
"1146",1.47024299599585e-07
"1147",1.6750231803403e-07
"1148",7.27634111507896e-08
"1149",5.91896564815156e-08
"1150",5.72028000643307e-08
"1151",4.76009700359115e-08
"1152",1.4701800008229e-07
"1153",9.50086723967512e-08
"1154",7.94960334814451e-08
"1155",1.09182879941199e-07
"1156",7.71005217865127e-08
"1157",7.71005217865127e-08
"1158",8.57745209838293e-08
"1159",1.52072254944619e-07
"1160",6.74585608090648e-08
"1161",6.42801410312423e-08
"1162",6.2092879397205e-08
"1163",5.50928475956363e-08
"1164",3.06230329628295e-07
"1165",6.76210321427945e-08
"1166",6.23334436056035e-08
"1167",1.13930078290541e-07
"1168",5.0632103970197e-08
"1169",5.83378782023962e-08
"1170",1.03231595507919e-07
"1171",9.73480716894202e-08
"1172",2.10444725974809e-07
"1173",1.38317967783011e-07
"1174",9.68459208253931e-08
"1175",9.9797558339103e-08
"1176",8.67542541926763e-08
"1177",1.15199632624196e-07
"1178",7.99898155543424e-08
"1179",5.9911920525683e-08
"1180",6.09685447317294e-08
"1181",7.75106194982411e-08
"1182",1.12383800710615e-07
"1183",1.7306468850139e-07
"1184",1.49275460330112e-07
"1185",1.22092768489617e-07
"1186",9.4347185716338e-08
"1187",5.61216185435973e-08
"1188",5.50928475956363e-08
"1189",6.72556860712698e-08
"1190",9.80841656951646e-08
"1191",1.76312900248032e-07
"1192",2.35865161228892e-07
"1193",8.35346582471239e-08
"1194",1.00701142757189e-07
"1195",1.24474805359171e-07
"1196",8.24918313282576e-08
"1197",4.86269256699396e-08
"1198",6.6139191082484e-08
"1199",1.65130761220547e-07
"1200",1.85015435330194e-07
"1201",1.06945951326417e-07
"1202",1.0240523179333e-07
"1203",6.53008332743837e-08
"1204",5.58577825492226e-08
"1205",1.13888136866172e-07
"1206",1.24556093892964e-07
"1207",1.75147005159699e-07
"1208",1.21736293112446e-07
"1209",4.72904985184338e-08
"1210",1.21076353714855e-07
"1211",1.17944663305031e-07
"1212",7.76329921621195e-08
"1213",7.88183653623566e-08
"1214",9.56843351370536e-08
"1215",4.86269256699396e-08
"1216",1.01083048730627e-07
"1217",1.26766856358812e-07
"1218",5.88520419059309e-08
"1219",5.72272576704231e-08
"1220",4.86269256699396e-08
"1221",1.18767333634893e-07
"1222",8.90246882292992e-08
"1223",6.64077667685586e-08
"1224",4.82604036409415e-08
"1225",7.35887880776189e-08
"1226",9.53914082375014e-08
"1227",1.31443786651948e-07
"1228",1.50415530007719e-07
"1229",9.29708142419518e-08
"1230",9.99516441649189e-08
"1231",1.18210207041234e-07
"1232",1.06772019349737e-07
"1233",1.23953813713929e-07
"1234",8.39667584795328e-08
"1235",7.94980067330354e-08
"1236",6.34418617187461e-08
"1237",7.93509549686216e-08
"1238",1.35722998410313e-07
"1239",1.10966301043648e-07
"1240",8.30476572292068e-08
"1241",7.68630057214789e-08
"1242",9.8180703787835e-08
"1243",1.05059937100677e-07
"1244",6.52011463240262e-08
"1245",9.52106802432851e-08
"1246",1.19767253400007e-07
"1247",1.13433842637537e-07
"1248",6.50404952825124e-08
"1249",6.2649634484369e-08
"1250",6.31177643622717e-08
"1251",9.98816804458797e-08
"1252",5.42306474705066e-08
"1253",5.28326259390263e-08
"1254",6.76684381215748e-08
"1255",7.60703483118836e-08
"1256",5.98336484961364e-08
"1257",6.0626726767205e-08
"1258",1.19704365369611e-07
"1259",1.59596250240988e-07
"1260",8.03360142123534e-08
"1261",5.55426243509695e-08
"1262",1.33384816495174e-07
"1263",1.89395551010163e-07
"1264",1.01788496472173e-07
"1265",7.04292694010414e-08
"1266",6.35525379189411e-08
"1267",6.59056298842751e-08
"1268",7.18195920635215e-08
"1269",5.51388992605938e-08
"1270",5.82127352722954e-08
"1271",1.63512861181758e-07
"1272",9.3128146270241e-08
"1273",5.26880848778086e-08
"1274",9.95521166655939e-08
"1275",1.08175598184601e-07
"1276",4.86269256699396e-08
"1277",4.86269256699396e-08
"1278",4.86269256699396e-08
"1279",4.86269256699396e-08
"1280",4.86269256699396e-08
"1281",4.86269256699396e-08
"1282",4.86269256699396e-08
"1283",4.86269256699396e-08
"1284",1.09712532887641e-07
"1285",1.17527830076529e-07
"1286",1.57877374836553e-07
"1287",1.18983213562008e-07
"1288",9.7810720402716e-08
"1289",8.63498968049823e-08
"1290",1.04654984274989e-07
"1291",4.67513871319994e-08
"1292",4.86269256699396e-08
"1293",8.23239219156274e-08
"1294",8.0507245162764e-08
"1295",8.80049591625446e-08
"1296",7.93443741073002e-08
"1297",8.38864647985397e-08
"1298",4.86269256699396e-08
"1299",4.86269256699396e-08
"1300",1.25389495140635e-07
"1301",7.64762484006924e-08
"1302",1.08413664738214e-07
"1303",4.86269256699396e-08
"1304",4.86269256699396e-08
"1305",4.86269256699396e-08
"1306",4.86269256699396e-08
"1307",4.86269256699396e-08
"1308",1.19858605291352e-07
"1309",9.84561997101327e-08
"1310",6.78109233378936e-08
"1311",1.12142956765465e-07
"1312",7.0377462811961e-08
"1313",4.86269256699396e-08
"1314",4.86269256699396e-08
"1315",1.03894015717005e-07
"1316",6.85279511097697e-08
"1317",8.87702345903143e-08
"1318",4.45733078769746e-08
"1319",5.40014897672615e-08
"1320",4.86269256699396e-08
"1321",4.64235488576963e-08
"1322",4.68943456443918e-08
"1323",4.43391689027682e-08
"1324",8.19246673701678e-08
"1325",5.87534605232295e-08
"1326",4.52284702741509e-08
"1327",6.86586994542051e-08
"1328",9.57659458670357e-08
"1329",4.55047904916358e-08
"1330",4.50805399553778e-08
"1331",8.72343952611992e-08
"1332",6.6480611605501e-08
"1333",1.50419580762691e-07
"1334",1.0471481515005e-07
"1335",7.45315470213143e-08
"1336",1.11212104823131e-07
"1337",8.26999116606757e-08
"1338",8.53277421130533e-08
"1339",4.5894593542059e-08
"1340",5.43716180029971e-08
"1341",9.25458676555935e-08
"1342",1.09175117936069e-07
"1343",1.41801528745522e-07
"1344",1.3217622475509e-07
"1345",8.16487774382989e-08
"1346",8.39000891084907e-08
"1347",8.25553564668098e-08
"1348",1.2833801360623e-07
"1349",8.15314466810897e-08
"1350",8.83488246911034e-08
"1351",1.08357721331248e-07
"1352",1.23762577119901e-07
"1353",9.69134326221189e-08
"1354",9.22377549748154e-08
"1355",1.16202355255553e-07
"1356",5.59158742254479e-08
"1357",1.02502889261753e-07
"1358",1.21653725076181e-07
"1359",5.33179883534118e-08
"1360",1.08777943717366e-07
"1361",9.87585904354191e-08
"1362",9.87585904354191e-08
"1363",9.48834865188253e-08
"1364",6.64277821438805e-08
"1365",4.86269256699396e-08
"1366",1.21616190170842e-07
"1367",9.70519044129909e-08
"1368",8.81159631097362e-08
"1369",7.35810075364123e-08
"1370",4.86269256699396e-08
"1371",1.59655291484459e-07
"1372",1.50641177080687e-07
"1373",7.8069477730906e-08
"1374",5.17195410691851e-08
"1375",8.23714068757374e-08
"1376",1.1663531202998e-07
"1377",8.03833410685383e-08
"1378",6.16352620339189e-08
"1379",8.4060351496295e-08
"1380",6.32688670713493e-08
"1381",6.83765746542501e-08
"1382",9.384950211359e-08
"1383",6.17073469692841e-08
"1384",4.84982700321439e-08
"1385",6.67014183510861e-08
"1386",5.84548685339142e-08
"1387",5.41750079796845e-08
"1388",8.33483379868095e-08
"1389",4.97010247337271e-08
"1390",5.33846618424387e-08
"1391",5.29517257787062e-08
"1392",5.685907520672e-08
"1393",8.51036215616994e-08
"1394",7.77504758775309e-08
"1395",8.58492465173274e-08
"1396",9.0285392688625e-08
"1397",2.13337366453419e-07
"1398",1.36048195853757e-07
"1399",6.3923354595071e-08
"1400",9.55377298786712e-08
"1401",1.13210428130684e-07
"1402",1.42403151737956e-07
"1403",8.47941487468439e-08
"1404",7.31087356550544e-08
"1405",7.87334660801826e-08
"1406",6.08999754677435e-08
"1407",1.1462053506602e-07
"1408",1.33308407626057e-07
"1409",8.352670179226e-08
"1410",9.33142323511151e-08
"1411",7.66007387458047e-08
"1412",7.56330055256329e-08
"1413",7.04365778042152e-08
"1414",1.58414059509053e-07
"1415",1.61340991700479e-07
"1416",1.20918529403871e-07
"1417",6.65096491827985e-08
"1418",8.35801602771638e-08
"1419",8.31568964443698e-08
"1420",8.75240293602848e-08
"1421",8.66469356018508e-08
"1422",9.53258267754163e-08
"1423",2.35368616053494e-07
"1424",1.13607206439632e-07
"1425",1.69179115636528e-07
"1426",6.60640909664492e-08
"1427",5.74933181692011e-08
"1428",8.80552281863195e-08
"1429",5.95040915115413e-08
"1430",6.05689275887447e-08
"1431",5.75651649501164e-08
"1432",9.53769112745562e-08
"1433",1.08412015154909e-07
"1434",1.36010049586756e-07
"1435",5.08183221909412e-08
"1436",4.65982742052895e-08
"1437",9.54723255448218e-08
"1438",1.31123315004815e-07
"1439",7.92685189130748e-08
"1440",7.97352859080857e-08
"1441",8.27639376832832e-08
"1442",4.65982742052895e-08
"1443",4.86269256699396e-08
"1444",6.24536649687533e-08
"1445",5.95089420525118e-08
"1446",7.51152675932719e-08
"1447",8.1439073445503e-08
"1448",8.39737571270277e-08
"1449",7.55257642236909e-08
"1450",8.1950702836041e-08
"1451",9.28451183788593e-08
"1452",4.86269256699396e-08
"1453",4.86269256699396e-08
"1454",9.75543594533719e-08
"1455",6.22083636956477e-08
"1456",5.82350950831821e-08
"1457",9.54288669577287e-08
"1458",1.11390498653949e-07
"1459",7.99390619146935e-08
"1460",9.5708984661153e-08
"1461",8.9503980663987e-08
"1462",5.70357809294171e-08
"1463",4.97586077050889e-08
"1464",4.86269256699396e-08
"1465",4.86269256699396e-08
"1466",5.75310858935263e-08
"1467",7.81752918738076e-08
"1468",1.28245707607722e-07
"1469",9.75939068037137e-08
"1470",7.19206166153402e-08
"1471",4.72277755398678e-08
"1472",6.01781473503034e-08
"1473",1.01846347287446e-07
"1474",8.12032099407753e-08
"1475",1.02382931345244e-07
"1476",1.22328219570233e-07
"1477",5.2672025726095e-08
"1478",4.70867305459996e-08
"1479",4.67513871319994e-08
"1480",9.73654567179587e-08
"1481",9.66906048696304e-08
"1482",9.68150025074023e-08
"1483",5.99177040416656e-08
"1484",7.18947824228108e-08
"1485",4.62367168888822e-08
"1486",1.13257484170761e-07
"1487",6.80842548138056e-08
"1488",5.40130437548205e-08
"1489",6.27551516721091e-08
"1490",6.71930226859569e-08
"1491",5.92150226031371e-08
"1492",1.14984470755137e-07
"1493",1.5711762406108e-07
"1494",1.50397410399786e-07
"1495",1.2874484257442e-07
"1496",4.58165555479634e-08
"1497",1.27418284342943e-07
"1498",1.39709106198525e-07
"1499",7.7730679757202e-08
"1500",8.85828098173266e-08
"1501",5.8130845033282e-08
"1502",4.43886374535559e-08
"1503",6.05320865333683e-08
"1504",4.2247343633184e-08
"1505",1.15200408675452e-07
"1506",4.92589465292332e-08
"1507",8.03027806588107e-08
"1508",5.65815370954949e-08
"1509",5.97676114957868e-08
"1510",5.0849685971165e-08
"1511",5.04762337658626e-08
"1512",1.29659097275998e-07
"1513",5.38379363891854e-08
"1514",6.32416165948541e-08
"1515",4.34183039932107e-08
"1516",4.59288349237383e-08
"1517",8.79641765432941e-08
"1518",4.50255896151901e-08
"1519",4.86269256699396e-08
"1520",1.38743928868308e-07
"1521",1.44945968905268e-07
"1522",1.09952165050278e-07
"1523",9.65258514325635e-08
"1524",2.25282950312488e-07
"1525",4.86269256699396e-08
"1526",8.61555440328715e-08
"1527",1.05023078708951e-07
"1528",4.56918375050189e-08
"1529",6.10507647158136e-08
"1530",8.22519615137914e-08
"1531",4.86269256699396e-08
"1532",4.86269256699396e-08
"1533",4.97010247337271e-08
"1534",8.51335623917956e-08
"1535",5.8481019098281e-08
"1536",5.82695406531604e-08
"1537",4.25770438905029e-08
"1538",4.49669063587155e-08
"1539",4.66748080055178e-08
"1540",4.86269256699396e-08
"1541",4.86269256699396e-08
"1542",9.73970394775068e-08
"1543",5.25805052564119e-08
"1544",4.86269256699396e-08
"1545",4.86269256699396e-08
"1546",1.13344438808578e-07
"1547",4.97004375599377e-08
"1548",9.22851864782722e-08
"1549",8.02128472023923e-08
"1550",4.74018925060577e-08
"1551",6.29858460495137e-08
"1552",4.56923082356129e-08
"1553",8.11707840792188e-08
"1554",1.14705310899919e-07
"1555",1.0189024220835e-07
"1556",5.49790862067727e-08
"1557",8.52673982338956e-08
"1558",6.02677600205973e-08
"1559",5.9779130847635e-08
"1560",4.73030241046593e-08
"1561",9.51846346843118e-08
"1562",9.36070136605273e-08
"1563",6.72670396317381e-08
"1564",6.60116549511104e-08
"1565",9.91226557444607e-08
"1566",6.08132158669913e-08
"1567",6.18420551603602e-08
"1568",6.11187119599105e-08
"1569",7.20060449495277e-08
"1570",7.18342989518426e-08
"1571",7.47537658130678e-08
"1572",1.06085291332298e-07
"1573",1.0335817276171e-07
"1574",1.1147008850592e-07
"1575",7.11083358738927e-08
"1576",5.33616491821376e-08
"1577",8.07246338463804e-08
"1578",5.3457298094206e-08
"1579",9.42716941212772e-08
"1580",5.32674539112653e-08
"1581",8.54301744404179e-08
"1582",5.25788783126386e-08
"1583",1.09728169055859e-07
"1584",1.10068038312857e-07
"1585",5.09373456132221e-08
"1586",4.67048342549556e-08
"1587",9.16389036752745e-08
"1588",5.94857356913475e-08
"1589",6.37810051904051e-08
"1590",5.50928475956363e-08
"1591",4.91892349924491e-08
"1592",5.11944886877923e-08
"1593",4.67494527876451e-08
"1594",1.05317638184229e-07
"1595",6.68273061654189e-08
"1596",7.6010587488708e-08
"1597",8.51870709967503e-08
"1598",5.41357881782884e-08
"1599",1.22569982879608e-07
"1600",1.43782306585487e-07
"1601",1.07841479465288e-07
"1602",1.99653258355459e-07
"1603",5.16465340714731e-08
"1604",5.3457298094206e-08
"1605",6.78240670912065e-08
"1606",2.11311234387505e-07
"1607",8.18139784756021e-08
"1608",5.77234927610688e-08
"1609",5.54815224864369e-08
"1610",5.34923663872094e-08
"1611",7.06596763924146e-08
"1612",7.0083183148578e-08
"1613",4.62159714342258e-08
"1614",6.26769910211994e-08
"1615",7.35841192850679e-08
"1616",6.30018461522988e-08
"1617",5.23447107508687e-08
"1618",7.77381497017872e-08
"1619",7.17504374142992e-08
"1620",6.86345024185508e-08
"1621",4.65982742052895e-08
"1622",4.58165555479634e-08
"1623",6.28111200768881e-08
"1624",5.31880965235178e-08
"1625",4.70874153247164e-08
"1626",7.36229201464418e-08
"1627",5.48909438925213e-08
"1628",1.18252343360196e-07
"1629",6.03380827001777e-08
"1630",4.74025103093823e-08
"1631",4.86269256699396e-08
"1632",4.74020984123055e-08
"1633",8.3634205410728e-08
"1634",6.62645791839314e-08
"1635",5.71753650518671e-08
"1636",4.95776807552039e-08
"1637",4.86269256699396e-08
"1638",7.36342622096029e-08
"1639",1.04323164142694e-07
"1640",9.84289971247168e-08
"1641",6.13383192783149e-08
"1642",7.31551834570148e-08
"1643",8.71714364996438e-08
"1644",4.28135249522183e-08
"1645",5.42472121451054e-08
"1646",9.40632951213545e-08
"1647",1.03129332560109e-07
"1648",1.19396201755316e-07
"1649",5.3764577417253e-08
"1650",8.79734832535634e-08
"1651",1.04348583751528e-07
"1652",7.89731366909715e-08
"1653",7.38124769325824e-08
"1654",8.5131575398863e-08
"1655",9.02211788286618e-08
"1656",1.00623819038037e-07
"1657",9.3661569947253e-08
"1658",1.31557882243016e-07
"1659",9.02785285190176e-08
"1660",5.57860008437951e-08
"1661",4.56861122304216e-08
"1662",6.3980382480689e-08
"1663",8.23076954186725e-08
"1664",9.0126670446931e-08
"1665",8.5234226480211e-08
"1666",6.0748814918476e-08
"1667",7.24992671350606e-08
"1668",9.04311385383597e-08
"1669",7.95926861189289e-08
"1670",5.5113544129598e-08
"1671",7.47382529995778e-08
"1672",8.54021647997467e-08
"1673",7.66430192901403e-08
"1674",1.12821831317773e-07
"1675",4.58768164706094e-08
"1676",4.76826012465454e-08
"1677",6.96984772162884e-08
"1678",8.05233365134147e-08
"1679",6.42434553167662e-08
"1680",6.04334376625322e-08
"1681",8.88082385793764e-08
"1682",8.57573690893812e-08
"1683",8.08825753188735e-08
"1684",5.28309952385266e-08
"1685",8.90298801124071e-08
"1686",5.72993154547195e-08
"1687",8.37851876361907e-08
"1688",8.28510554429783e-08
"1689",6.2653112931772e-08
"1690",5.83900784670054e-08
"1691",6.09925435859338e-08
"1692",8.48157067974898e-08
"1693",7.72776365836969e-08
"1694",5.48097739295854e-08
"1695",7.38445721066381e-08
"1696",1.02163222152195e-07
"1697",9.66795750736197e-08
"1698",9.50780499017731e-08
"1699",4.51199626195876e-08
"1700",5.6417464817971e-08
"1701",6.06196513258546e-08
"1702",6.76800613777559e-08
"1703",6.55225016172242e-08
"1704",6.71809405837421e-08
"1705",5.11931916327151e-08
"1706",4.86269256699396e-08
"1707",6.15458144424735e-08
"1708",7.50678107008122e-08
"1709",4.73719132080424e-08
"1710",4.86269256699396e-08
"1711",4.81870121845791e-08
"1712",8.17571348549053e-08
"1713",5.89150215082303e-08
"1714",6.29875037757378e-08
"1715",4.83906563978643e-08
"1716",4.86269256699396e-08
"1717",8.08856293167828e-08
"1718",8.27628709831047e-08
"1719",4.32519991854317e-08
"1720",5.64159621774031e-08
"1721",5.70445736478883e-08
"1722",6.10534247385178e-08
"1723",5.43294823512732e-08
"1724",5.91190591485851e-08
"1725",8.77659227288067e-08
"1726",6.13944007069411e-08
"1727",5.22776326025088e-08
"1728",5.42972143249427e-08
"1729",8.33491775581473e-08
"1730",6.59444610438997e-08
"1731",8.26190953346693e-08
"1732",4.95180684585227e-08
"1733",5.1195137295456e-08
"1734",4.95194943777386e-08
"1735",9.89663631795136e-08
"1736",8.33976891009801e-08
"1737",1.14072925402765e-07
"1738",5.40439440819503e-08
"1739",6.24450140868346e-08
"1740",4.54724798343542e-08
"1741",9.71672419333391e-08
"1742",1.57999871879424e-07
"1743",1.45457697617692e-07
"1744",1.35656993244736e-07
"1745",1.7570256790268e-07
"1746",7.62752294983173e-08
"1747",5.56208303662017e-08
"1748",1.07291428583808e-07
"1749",4.81320649236951e-08
"1750",4.80107572367998e-08
"1751",7.36889031487522e-08
"1752",7.90115358220062e-08
"1753",6.07984731622079e-08
"1754",4.64858537612777e-08
"1755",6.46384203874752e-08
"1756",5.28246945074659e-08
"1757",4.59408138776086e-08
"1758",6.32408590824221e-08
"1759",6.69151225011938e-08
"1760",6.11503730799887e-08
"1761",1.25826895882588e-07
"1762",8.92475808763485e-08
"1763",9.13945637157504e-08
"1764",9.15992922569422e-08
"1765",8.86495856962804e-08
"1766",7.68963707779841e-08
"1767",8.57180304747123e-08
"1768",4.49549222072808e-08
"1769",4.26356752890306e-08
"1770",4.51386155951516e-08
"1771",4.33803765471366e-08
"1772",4.58165555479634e-08
"1773",7.39363870305191e-08
"1774",7.40127798282785e-08
"1775",4.65982742052895e-08
"1776",7.00788513081279e-08
"1777",5.46819003687078e-08
"1778",6.24596375332884e-08
"1779",5.07790592715724e-08
"1780",5.69609887656598e-08
"1781",8.61389393765784e-08
"1782",4.42402616300759e-08
"1783",4.4511776369648e-08
"1784",4.49357062640863e-08
"1785",5.03472290368564e-08
"1786",4.82513310467631e-08
"1787",6.08281023555257e-08
"1788",4.86269256699396e-08
"1789",4.86269256699396e-08
"1790",5.84825949097534e-08
"1791",4.66735629221527e-08
"1792",6.01166622051257e-08
"1793",8.79732886544939e-08
"1794",4.86269256699396e-08
"1795",4.72020944395649e-08
"1796",4.91881290856798e-08
"1797",6.77157752699758e-08
"1798",8.05281908218282e-08
"1799",4.8131497928981e-08
"1800",4.86269256699396e-08
"1801",7.15220526954806e-08
"1802",9.48571665363758e-08
"1803",6.63989814281049e-08
"1804",4.94107610069576e-08
"1805",4.67489004565053e-08
"1806",4.59970905970239e-08
"1807",1.45328830267478e-07
"1808",8.1990803607096e-08
"1809",6.93819837902945e-08
"1810",5.3329347527025e-08
"1811",1.14390726847754e-07
"1812",7.06271763438527e-08
"1813",1.10083484587254e-07
"1814",1.09279800366379e-07
"1815",7.21284812244607e-08
"1816",1.30178825793754e-07
"1817",4.86269256699396e-08
"1818",1.19297533082361e-07
"1819",4.86269256699396e-08
"1820",4.44969797926338e-08
"1821",1.25569549501559e-07
"1822",8.25549938267745e-08
"1823",4.36064269580954e-08
"1824",5.97207871801951e-08
"1825",4.86269256699396e-08
"1826",4.66076164995725e-08
"1827",1.62103358875452e-07
"1828",7.25148052177847e-08
"1829",5.92116430526446e-08
"1830",5.19120150801148e-08
"1831",5.26320148809804e-08
"1832",6.01061807594938e-08
"1833",1.27644690915129e-07
"1834",5.57317314373036e-08
"1835",5.93022377023169e-08
"1836",7.1461752363834e-08
"1837",8.10703081761008e-08
"1838",9.14737188653791e-08
"1839",1.30186305148384e-07
"1840",8.62659422719316e-08
"1841",4.73011054974073e-08
"1842",8.36772088084003e-08
"1843",4.56542620825421e-08
"1844",6.80233139915496e-08
"1845",4.56932578187593e-08
"1846",1.30952499812892e-07
"1847",1.10153905134837e-07
"1848",6.6356497079293e-08
"1849",7.92770603177896e-08
"1850",6.38763040426554e-08
"1851",7.10887020530838e-08
"1852",8.08558278030436e-08
"1853",6.18695790594311e-08
"1854",4.77674907069201e-08
"1855",4.86269256699396e-08
"1856",6.72329816347803e-08
"1857",5.40805609760966e-08
"1858",5.0837806164975e-08
"1859",9.00248717639589e-08
"1860",5.45007679404244e-08
"1861",6.55651980487359e-08
"1862",5.22591829497657e-08
"1863",9.51130756103035e-08
"1864",5.54780666817112e-08
"1865",5.60284201395483e-08
"1866",1.00224261889349e-07
"1867",1.12293553165881e-07
"1868",7.67240349277096e-08
"1869",5.40143636250247e-08
"1870",5.26755846526517e-08
"1871",4.70801103341905e-08
"1872",1.16622720480907e-07
"1873",4.79607978826623e-08
"1874",1.17079630975352e-07
"1875",1.63010745743082e-07
"1876",9.50037946368436e-08
"1877",5.25267531605005e-08
"1878",4.89788071533328e-08
"1879",1.34417606657003e-07
"1880",6.50465411494888e-08
"1881",4.3175813841236e-08
"1882",4.83232467443578e-08
"1883",4.5869548036573e-08
"1884",1.08855264139356e-07
"1885",4.34164964956874e-08
"1886",4.86269256699396e-08
"1887",9.87406330124504e-08
"1888",1.02013925010423e-07
"1889",5.54425023473615e-08
"1890",4.67483482757867e-08
"1891",4.86269256699396e-08
"1892",4.20486463491924e-08
"1893",7.32983829988516e-08
"1894",5.45405382381066e-08
"1895",5.6230428760848e-08
"1896",4.41833542645819e-08
"1897",4.80722466308424e-08
"1898",9.76504259411505e-08
"1899",4.83518115897153e-08
"1900",4.73020644541435e-08
"1901",5.44948765627184e-08
"1902",5.88592807477962e-08
"1903",4.72897398760815e-08
"1904",4.91630601077384e-08
"1905",4.96387595737651e-08
"1906",5.51310459171353e-08
"1907",7.00860919563097e-08
"1908",7.0460381813349e-08
"1909",7.0969851848151e-08
"1910",7.2353051082796e-08
"1911",6.06656193839776e-08
"1912",1.08235405271902e-07
"1913",6.96429465705478e-08
"1914",9.03218606410028e-08
"1915",1.16381997831577e-07
"1916",1.02369569159556e-07
"1917",5.04190455139163e-08
"1918",7.38760730603333e-08
"1919",1.04726382692401e-07
"1920",1.0133922175359e-07
"1921",7.82893406571542e-08
"1922",1.06595559420856e-07
"1923",5.16574612045223e-08
"1924",8.88265431584908e-08
"1925",9.06807484277614e-08
"1926",7.82900876129761e-08
"1927",5.54420171065107e-08
"1928",5.40435614262035e-08
"1929",7.29606084084227e-08
"1930",5.00605701274375e-08
"1931",7.13638016419757e-08
"1932",9.30739252332009e-08
